year,plot,stake,species,abundance
1989,7,35,Hapl grac,236
1992,4,17,Hapl grac,236
1992,8,11,Hapl grac,237
1992,4,55,Hapl grac,238
1992,5,57,Hapl grac,238
1992,13,57,Hapl grac,238
1988,16,71,Hapl grac,239
1988,19,51,Hapl grac,239
1989,15,77,Hapl grac,239
1987,20,17,Hapl grac,240
1993,4,31,Hapl grac,240
1988,10,17,Hapl grac,241
1993,24,57,Hapl grac,241
1993,8,35,Hapl grac,242
1992,8,71,Hapl grac,243
1993,3,35,Hapl grac,244
1989,7,33,Hapl grac,245
1992,14,57,Hapl grac,245
1987,19,15,Hapl grac,246
1987,23,55,Hapl grac,246
1992,20,17,Hapl grac,246
1986,11,33,Hapl grac,247
1992,5,11,Hapl grac,247
1992,5,53,Hapl grac,247
1993,3,51,Hapl grac,247
1993,20,13,Hapl grac,247
1993,23,37,Hapl grac,247
1993,12,77,Hapl grac,248
1992,9,53,Hapl grac,249
1992,17,13,Hapl grac,249
1993,17,13,Hapl grac,249
1988,11,15,Hapl grac,253
1985,21,17,Hapl grac,255
1986,21,11,Hapl grac,255
1992,4,33,Hapl grac,255
1993,23,17,Hapl grac,255
1986,21,31,Hapl grac,256
1989,7,15,Hapl grac,256
1992,23,17,Hapl grac,256
1993,21,77,Hapl grac,257
1989,4,35,Hapl grac,258
1989,6,37,Hapl grac,258
1992,14,17,Hapl grac,258
1987,11,71,Hapl grac,259
1993,20,77,Hapl grac,259
1987,11,33,Hapl grac,262
1989,5,37,Hapl grac,263
1992,21,15,Hapl grac,263
1989,10,35,Hapl grac,265
1992,3,35,Hapl grac,266
1992,21,51,Hapl grac,266
1988,10,57,Hapl grac,267
1992,5,17,Hapl grac,267
1993,22,15,Hapl grac,267
1987,10,33,Hapl grac,268
1989,11,51,Hapl grac,270
1987,9,55,Hapl grac,271
1992,9,51,Hapl grac,271
1992,21,17,Hapl grac,271
1993,9,33,Hapl grac,271
1993,13,55,Hapl grac,271
1993,14,15,Hapl grac,271
1993,1,77,Hapl grac,272
1993,23,13,Hapl grac,272
1987,23,17,Hapl grac,273
1992,6,55,Hapl grac,273
1987,8,33,Hapl grac,274
1987,10,75,Hapl grac,274
1993,23,73,Hapl grac,274
1987,4,13,Hapl grac,276
1993,3,55,Hapl grac,276
1989,15,11,Hapl grac,277
1993,8,17,Hapl grac,277
1993,10,13,Hapl grac,277
1989,4,31,Hapl grac,278
1992,19,37,Hapl grac,278
1992,14,31,Hapl grac,281
1993,10,73,Hapl grac,281
1989,17,35,Hapl grac,282
1987,8,71,Hapl grac,283
1993,23,55,Hapl grac,284
1987,20,73,Hapl grac,285
1987,11,15,Hapl grac,287
1992,10,17,Hapl grac,287
1986,21,33,Hapl grac,288
1987,4,15,Hapl grac,288
1993,22,31,Hapl grac,289
1987,3,53,Hapl grac,291
1989,8,15,Hapl grac,291
1992,23,75,Hapl grac,291
1993,8,37,Hapl grac,291
1993,6,77,Hapl grac,293
1989,11,33,Hapl grac,294
1993,21,15,Hapl grac,294
1989,7,73,Hapl grac,295
1987,9,31,Hapl grac,298
1987,11,13,Hapl grac,299
1989,23,37,Hapl grac,301
1989,16,37,Hapl grac,302
1993,3,57,Hapl grac,302
1993,4,77,Hapl grac,302
1993,6,57,Hapl grac,302
1993,22,13,Hapl grac,302
1992,8,33,Hapl grac,303
1993,11,11,Hapl grac,303
1987,10,11,Hapl grac,304
1993,6,15,Hapl grac,304
1993,8,71,Hapl grac,307
1989,3,13,Hapl grac,309
1988,23,53,Hapl grac,310
1993,4,33,Hapl grac,311
1993,19,55,Hapl grac,311
1988,14,15,Hapl grac,312
1993,4,17,Hapl grac,312
1993,16,37,Hapl grac,313
1993,17,33,Hapl grac,313
1993,10,17,Hapl grac,315
1989,21,71,Hapl grac,316
1992,24,57,Hapl grac,316
1992,10,33,Hapl grac,317
1992,16,37,Hapl grac,317
1987,21,17,Hapl grac,318
1989,20,75,Hapl grac,318
1992,8,75,Hapl grac,318
1987,10,31,Hapl grac,319
1987,17,11,Hapl grac,319
1992,4,51,Hapl grac,319
1992,20,15,Hapl grac,319
1989,7,55,Hapl grac,320
1989,12,17,Hapl grac,320
1993,8,73,Hapl grac,320
1989,23,51,Hapl grac,321
1992,17,15,Hapl grac,322
1992,10,37,Hapl grac,323
1989,4,53,Hapl grac,324
1987,5,11,Hapl grac,325
1988,21,77,Hapl grac,325
1987,9,33,Hapl grac,326
1987,21,55,Hapl grac,326
1989,6,51,Hapl grac,329
1993,8,55,Hapl grac,330
1986,11,13,Hapl grac,331
1987,10,55,Hapl grac,331
1992,8,55,Hapl grac,331
1993,8,51,Hapl grac,331
1992,10,13,Hapl grac,334
1987,10,73,Hapl grac,336
1989,19,77,Hapl grac,336
1989,22,31,Hapl grac,336
1992,20,53,Hapl grac,336
1986,21,13,Hapl grac,337
1992,23,51,Hapl grac,337
1988,23,17,Hapl grac,339
1985,21,51,Hapl grac,341
1987,21,77,Hapl grac,341
1992,5,37,Hapl grac,341
1992,16,53,Hapl grac,341
1993,11,13,Hapl grac,341
1987,8,11,Hapl grac,342
1989,8,55,Hapl grac,342
1989,10,51,Hapl grac,342
1989,16,35,Hapl grac,342
1993,5,57,Hapl grac,342
1993,11,33,Hapl grac,342
1986,10,51,Hapl grac,343
1987,17,15,Hapl grac,343
1989,14,13,Hapl grac,343
1993,21,33,Hapl grac,343
1992,3,55,Hapl grac,344
1992,4,35,Hapl grac,344
1993,10,51,Hapl grac,344
1993,20,57,Hapl grac,344
1993,23,33,Hapl grac,344
1989,11,53,Hapl grac,346
1992,17,17,Hapl grac,346
1993,6,37,Hapl grac,347
1993,20,75,Hapl grac,348
1992,19,17,Hapl grac,349
1988,17,33,Hapl grac,350
1987,3,73,Hapl grac,351
1988,11,31,Hapl grac,351
1989,8,73,Hapl grac,351
1993,3,53,Hapl grac,352
1989,5,77,Hapl grac,354
1988,19,53,Hapl grac,355
1992,10,51,Hapl grac,355
1989,17,51,Hapl grac,356
1987,8,15,Hapl grac,357
1993,10,35,Hapl grac,357
1993,16,17,Hapl grac,362
1993,4,55,Hapl grac,364
1992,11,31,Hapl grac,366
1989,9,33,Hapl grac,368
1989,21,17,Hapl grac,368
1992,9,17,Hapl grac,372
1993,15,37,Hapl grac,372
1987,16,75,Hapl grac,374
1992,16,77,Hapl grac,375
1993,4,75,Hapl grac,375
1989,17,11,Hapl grac,376
1987,5,13,Hapl grac,377
1989,1,73,Hapl grac,378
1989,11,75,Hapl grac,379
1992,10,53,Hapl grac,379
1993,19,17,Hapl grac,379
1989,3,55,Hapl grac,380
1992,8,37,Hapl grac,381
1989,19,51,Hapl grac,383
1987,4,31,Hapl grac,384
1992,4,77,Hapl grac,385
1987,14,15,Hapl grac,386
1989,6,75,Hapl grac,386
1992,16,17,Hapl grac,388
1989,21,13,Hapl grac,389
1989,16,31,Hapl grac,393
1989,8,53,Hapl grac,398
1987,4,11,Hapl grac,402
1992,10,31,Hapl grac,402
1993,17,11,Hapl grac,402
1988,10,75,Hapl grac,406
1989,20,31,Hapl grac,408
1993,24,53,Hapl grac,411
1993,23,31,Hapl grac,413
1987,23,53,Hapl grac,415
1987,10,13,Hapl grac,416
1987,16,15,Hapl grac,416
1989,6,73,Hapl grac,416
1992,3,53,Hapl grac,418
1992,16,35,Hapl grac,419
1993,10,55,Hapl grac,420
1989,16,51,Hapl grac,421
1992,16,15,Hapl grac,421
1989,5,13,Hapl grac,422
1989,10,53,Hapl grac,422
1992,4,53,Hapl grac,422
1989,12,11,Hapl grac,427
1993,21,51,Hapl grac,427
1989,19,13,Hapl grac,428
1989,4,11,Hapl grac,440
1989,21,33,Hapl grac,440
1989,23,75,Hapl grac,443
1992,1,57,Hapl grac,444
1989,3,73,Hapl grac,447
1989,23,55,Hapl grac,448
1992,23,53,Hapl grac,448
1992,3,51,Hapl grac,454
1993,20,55,Hapl grac,458
1989,4,37,Hapl grac,460
1993,4,15,Hapl grac,460
1989,17,37,Hapl grac,461
1993,4,51,Hapl grac,461
1993,19,53,Hapl grac,462
1993,17,15,Hapl grac,463
1992,5,13,Hapl grac,464
1989,23,71,Hapl grac,466
1993,8,11,Hapl grac,471
1993,20,15,Hapl grac,472
1989,14,57,Hapl grac,473
1989,3,53,Hapl grac,474
1992,9,15,Hapl grac,474
1993,8,53,Hapl grac,474
1993,11,15,Hapl grac,474
1993,16,15,Hapl grac,477
1989,5,33,Hapl grac,482
1989,7,51,Hapl grac,490
1992,19,53,Hapl grac,492
1992,9,31,Hapl grac,494
1987,21,51,Hapl grac,496
1989,20,73,Hapl grac,496
1989,23,11,Hapl grac,501
1993,6,31,Hapl grac,501
1992,9,11,Hapl grac,502
1987,17,33,Hapl grac,503
1987,10,57,Hapl grac,504
1989,8,17,Hapl grac,509
1989,10,73,Hapl grac,515
1993,10,53,Hapl grac,515
1989,19,37,Hapl grac,516
1989,23,73,Hapl grac,516
1992,8,57,Hapl grac,517
1992,8,35,Hapl grac,520
1993,16,33,Hapl grac,520
1989,17,55,Hapl grac,522
1993,7,35,Hapl grac,523
1989,8,33,Hapl grac,524
1989,16,75,Hapl grac,529
1989,8,11,Hapl grac,532
1989,10,75,Hapl grac,539
1989,8,71,Hapl grac,540
1989,11,73,Hapl grac,548
1989,12,71,Hapl grac,548
1992,19,55,Hapl grac,550
1989,12,57,Hapl grac,552
1993,3,75,Hapl grac,553
1993,8,15,Hapl grac,556
1989,19,53,Hapl grac,564
1993,5,31,Hapl grac,566
1992,14,11,Hapl grac,574
1992,19,13,Hapl grac,576
1993,1,51,Hapl grac,578
1989,23,31,Hapl grac,580
1993,6,35,Hapl grac,581
1989,4,55,Hapl grac,582
1989,9,11,Hapl grac,582
1989,17,13,Hapl grac,588
1992,12,51,Hapl grac,590
1992,6,37,Hapl grac,592
1992,23,73,Hapl grac,594
1989,24,37,Hapl grac,600
1989,5,57,Hapl grac,604
1989,21,77,Hapl grac,604
1989,1,35,Hapl grac,608
1989,19,55,Hapl grac,612
1989,22,53,Hapl grac,612
1993,10,31,Hapl grac,616
1989,6,71,Hapl grac,620
1993,8,33,Hapl grac,620
1992,16,31,Hapl grac,624
1992,6,57,Hapl grac,627
1993,1,15,Hapl grac,627
1989,19,11,Hapl grac,638
1989,6,33,Hapl grac,640
1993,4,13,Hapl grac,641
1986,10,73,Hapl grac,649
1992,19,15,Hapl grac,661
1992,9,35,Hapl grac,667
1989,4,13,Hapl grac,668
1989,9,57,Hapl grac,670
1989,9,17,Hapl grac,672
1987,5,15,Hapl grac,674
1993,21,57,Hapl grac,683
1989,23,33,Hapl grac,684
1989,14,15,Hapl grac,710
1989,5,15,Hapl grac,716
1989,4,73,Hapl grac,724
1989,6,55,Hapl grac,725
1989,4,33,Hapl grac,729
1989,16,33,Hapl grac,736
1987,19,17,Hapl grac,738
1993,1,73,Hapl grac,742
1989,12,73,Hapl grac,751
1989,9,55,Hapl grac,759
1993,10,33,Hapl grac,762
1992,9,33,Hapl grac,783
1989,4,51,Hapl grac,784
1989,5,17,Hapl grac,784
1989,5,11,Hapl grac,794
1989,10,71,Hapl grac,804
1989,12,33,Hapl grac,806
1989,12,75,Hapl grac,816
1993,5,13,Hapl grac,822
1989,9,31,Hapl grac,849
1989,12,51,Hapl grac,856
1989,23,77,Hapl grac,866
1989,23,17,Hapl grac,870
1993,6,33,Hapl grac,872
1992,16,33,Hapl grac,874
1989,13,33,Hapl grac,893
1989,4,15,Hapl grac,900
1989,20,17,Hapl grac,904
1989,10,13,Hapl grac,916
1989,12,35,Hapl grac,916
1989,3,51,Hapl grac,920
1989,9,51,Hapl grac,923
1989,3,35,Hapl grac,930
1989,8,35,Hapl grac,946
1989,11,15,Hapl grac,948
1989,6,31,Hapl grac,952
1989,11,31,Hapl grac,952
1989,16,15,Hapl grac,958
1989,11,17,Hapl grac,960
1989,11,13,Hapl grac,976
1989,10,57,Hapl grac,995
1989,19,15,Hapl grac,999
1989,21,15,Hapl grac,1008
1989,17,33,Hapl grac,1021
1989,9,53,Hapl grac,1052
1989,7,11,Hapl grac,1064
1989,5,53,Hapl grac,1070
1989,22,11,Hapl grac,1071
1989,8,37,Hapl grac,1103
1989,10,31,Hapl grac,1104
1993,1,71,Hapl grac,1219
1993,5,11,Hapl grac,1240
1989,19,57,Hapl grac,1284
1989,10,33,Hapl grac,1292
1989,19,17,Hapl grac,1372
1993,1,53,Hapl grac,1423
1989,10,17,Hapl grac,1436
1989,21,51,Hapl grac,1484
1993,1,37,Hapl grac,1520
1989,12,37,Hapl grac,1580
1989,6,15,Hapl grac,1600
1989,23,53,Hapl grac,1604
1989,6,35,Hapl grac,1636
1989,7,77,Hapl grac,1695
1993,1,75,Hapl grac,1710
2014,19,11,hoff dens,1
2014,19,77,hoff dens,1
2014,16,35,hoff dens,1
2014,18,17,hoff dens,2
1982,17,11,Hoff dens*,1
1982,19,55,Hoff dens*,1
1983,1,11,Hoff dens*,1
1983,11,15,Hoff dens*,1
1983,11,31,Hoff dens*,1
1983,13,37,Hoff dens*,1
1983,15,71,Hoff dens*,1
1983,18,11,Hoff dens*,1
1983,20,71,Hoff dens*,1
1984,3,37,Hoff dens*,1
1984,6,11,Hoff dens*,1
1984,11,31,Hoff dens*,1
1984,19,51,Hoff dens*,1
1984,19,53,Hoff dens*,1
1984,24,73,Hoff dens*,1
1987,6,11,Hoff dens*,1
1987,6,35,Hoff dens*,1
1987,6,55,Hoff dens*,1
1987,7,15,Hoff dens*,1
1987,11,75,Hoff dens*,1
1987,12,13,Hoff dens*,1
1987,12,35,Hoff dens*,1
1987,12,37,Hoff dens*,1
1987,12,75,Hoff dens*,1
1987,13,73,Hoff dens*,1
1987,16,31,Hoff dens*,1
1987,16,53,Hoff dens*,1
1987,18,13,Hoff dens*,1
1987,19,37,Hoff dens*,1
1987,19,51,Hoff dens*,1
1987,19,57,Hoff dens*,1
1987,19,77,Hoff dens*,1
1987,23,73,Hoff dens*,1
1988,2,17,Hoff dens*,1
1988,2,37,Hoff dens*,1
1988,6,35,Hoff dens*,1
1988,9,13,Hoff dens*,1
1988,11,17,Hoff dens*,1
1988,12,13,Hoff dens*,1
1988,12,17,Hoff dens*,1
1988,12,37,Hoff dens*,1
1988,12,51,Hoff dens*,1
1988,15,73,Hoff dens*,1
1988,16,31,Hoff dens*,1
1988,19,15,Hoff dens*,1
1989,1,11,Hoff dens*,1
1989,2,17,Hoff dens*,1
1989,2,37,Hoff dens*,1
1989,5,13,Hoff dens*,1
1989,11,11,Hoff dens*,1
1989,11,57,Hoff dens*,1
1989,13,73,Hoff dens*,1
1989,18,13,Hoff dens*,1
1983,12,37,Hoff dens*,2
1983,16,17,Hoff dens*,2
1983,16,55,Hoff dens*,2
1984,16,13,Hoff dens*,2
1984,16,55,Hoff dens*,2
1987,5,33,Hoff dens*,2
1987,5,53,Hoff dens*,2
1987,11,11,Hoff dens*,2
1987,11,57,Hoff dens*,2
1987,12,77,Hoff dens*,2
1987,16,55,Hoff dens*,2
1988,5,33,Hoff dens*,2
1988,6,11,Hoff dens*,2
1988,11,11,Hoff dens*,2
1988,11,53,Hoff dens*,2
1988,12,35,Hoff dens*,2
1988,16,73,Hoff dens*,2
1988,17,17,Hoff dens*,2
1988,19,57,Hoff dens*,2
1989,18,11,Hoff dens*,2
1982,19,71,Hoff dens*,3
1987,2,17,Hoff dens*,3
1987,6,31,Hoff dens*,3
1987,17,17,Hoff dens*,3
1988,6,57,Hoff dens*,3
1989,6,31,Hoff dens*,3
1982,6,35,Hoff dens*,4
1983,11,11,Hoff dens*,4
1988,4,71,Hoff dens*,4
1988,6,31,Hoff dens*,4
1982,11,11,Hoff dens*,5
1983,16,73,Hoff dens*,5
1987,4,71,Hoff dens*,5
1987,11,53,Hoff dens*,8
1983,4,51,Hoff dens*,11
1991,15,77,Lapp redo,1
1992,1,71,Lapp redo,1
1992,3,35,Lapp redo,1
1992,12,17,Lapp redo,1
1992,16,35,Lapp redo,1
1993,7,55,Lapp redo,1
1993,22,33,Lapp redo,1
1993,23,57,Lapp redo,1
1994,2,55,Lapp redo,1
1994,2,75,Lapp redo,1
1994,23,57,Lapp redo,1
1995,2,57,Lapp redo,1
1995,2,75,Lapp redo,1
1995,7,55,Lapp redo,1
1995,12,35,Lapp redo,1
1995,16,17,Lapp redo,1
1995,19,35,Lapp redo,1
1995,20,35,Lapp redo,1
1995,21,71,Lapp redo,1
1995,22,33,Lapp redo,1
1995,23,57,Lapp redo,1
1997,2,57,Lapp redo,1
1997,8,11,Lapp redo,1
1997,11,35,Lapp redo,1
1997,12,31,Lapp redo,1
1997,13,31,Lapp redo,1
1997,13,77,Lapp redo,1
1997,16,35,Lapp redo,1
1997,17,55,Lapp redo,1
1997,17,57,Lapp redo,1
1997,17,73,Lapp redo,1
1997,18,73,Lapp redo,1
1997,19,51,Lapp redo,1
1997,20,31,Lapp redo,1
1997,20,51,Lapp redo,1
1997,20,75,Lapp redo,1
1997,20,77,Lapp redo,1
1997,21,51,Lapp redo,1
1997,21,75,Lapp redo,1
1998,1,71,Lapp redo,1
1998,1,73,Lapp redo,1
1998,20,15,Lapp redo,1
1998,20,75,Lapp redo,1
1998,23,37,Lapp redo,1
2001,20,15,Lapp redo,1
2004,3,11,Lapp redo,1
2004,16,17,Lapp redo,1
2004,17,55,Lapp redo,1
2002,2,73,Lapp redo,1
2003,2,75,Lapp redo,1
2003,5,73,Lapp redo,1
2003,12,31,Lapp redo,1
2003,12,35,Lapp redo,1
2003,15,57,Lapp redo,1
2007,3,71,Lapp redo,1
2012,19,13,lapp redo,1
2012,16,71,lapp redo,1
2012,17,13,lapp redo,1
2012,17,71,lapp redo,1
2012,18,37,lapp redo,1
2012,18,13,lapp redo,1
2012,12,31,lapp redo,1
2012,9,77,lapp redo,1
2012,15,13,lapp redo,1
2012,15,17,lapp redo,1
2012,9,15,lapp redo,1
2012,14,11,lapp redo,1
2014,9,11,lapp redo,1
2014,22,17,lapp redo,1
1992,16,13,Lapp redo,2
1992,19,77,Lapp redo,2
1993,16,15,Lapp redo,2
1993,21,51,Lapp redo,2
1994,2,37,Lapp redo,2
1995,2,55,Lapp redo,2
1995,20,15,Lapp redo,2
1995,21,75,Lapp redo,2
1997,2,17,Lapp redo,2
1997,7,35,Lapp redo,2
1997,12,15,Lapp redo,2
1997,23,57,Lapp redo,2
1998,9,13,Lapp redo,2
2004,2,51,Lapp redo,2
2004,19,35,Lapp redo,2
2012,16,71,lapp redo,2
2012,12,77,lapp redo,2
2012,3,11,lapp redo,2
2012,17,17,lapp redo,2
2012,13,77,lapp redo,2
2012,18,57,lapp redo,2
2012,14,55,lapp redo,2
2012,14,51,lapp redo,2
1992,16,31,Lapp redo,3
1997,3,11,Lapp redo,3
1997,7,77,Lapp redo,3
1997,15,53,Lapp redo,3
2004,2,57,Lapp redo,3
2003,2,51,Lapp redo,3
2003,2,71,Lapp redo,3
2012,14,37,lapp redo,3
2012,14,13,lapp redo,3
2012,14,57,lapp redo,3
1993,2,37,Lapp redo,4
1995,2,11,Lapp redo,4
1997,17,15,Lapp redo,4
1997,17,35,Lapp redo,4
1997,21,35,Lapp redo,4
1997,23,37,Lapp redo,4
1998,7,37,Lapp redo,4
2004,2,71,Lapp redo,4
2004,13,35,Lapp redo,4
2003,2,77,Lapp redo,4
2012,18,51,lapp redo,4
1992,16,11,Lapp redo,5
1997,7,55,Lapp redo,5
1997,20,15,Lapp redo,5
2012,14,31,lapp redo,5
2012,14,17,lapp redo,5
2012,18,17,lapp redo,5
1992,16,37,Lapp redo,6
1997,2,75,Lapp redo,6
1997,15,17,Lapp redo,6
1998,7,55,Lapp redo,6
2012,18,15,lapp redo,6
1997,7,37,Lapp redo,7
2003,3,11,Lapp redo,7
1998,16,35,Lapp redo,8
1997,19,35,Lapp redo,10
2012,14,77,lapp redo,11
1994,1,15,Lapp redo,12
2012,14,53,lapp redo,12
2003,2,57,Lapp redo,13
1997,22,35,Lapp redo,25
1995,2,37,Lapp redo,33
1997,2,37,Lapp redo,140
1998,2,37,Lapp redo,200
2012,13,13,lapu redo,1
2012,2,77,lapu redo,1
1982,3,11,Lepi lasi,1
1982,3,71,Lepi lasi,1
1982,7,17,Lepi lasi,1
1982,18,17,Lepi lasi,1
1982,24,53,Lepi lasi,1
1982,24,55,Lepi lasi,1
1983,1,15,Lepi lasi,1
1983,2,57,Lepi lasi,1
1983,3,35,Lepi lasi,1
1983,7,17,Lepi lasi,1
1983,7,31,Lepi lasi,1
1983,7,37,Lepi lasi,1
1983,7,75,Lepi lasi,1
1983,16,17,Lepi lasi,1
1983,18,13,Lepi lasi,1
1983,19,31,Lepi lasi,1
1983,19,35,Lepi lasi,1
1983,19,51,Lepi lasi,1
1983,19,75,Lepi lasi,1
1983,21,11,Lepi lasi,1
1983,21,15,Lepi lasi,1
1983,21,17,Lepi lasi,1
1983,23,11,Lepi lasi,1
1983,23,33,Lepi lasi,1
1983,24,15,Lepi lasi,1
1983,24,53,Lepi lasi,1
1984,12,11,Lepi lasi,1
1984,12,33,Lepi lasi,1
1984,12,75,Lepi lasi,1
1984,15,17,Lepi lasi,1
1984,19,11,Lepi lasi,1
1984,19,57,Lepi lasi,1
1984,19,77,Lepi lasi,1
1984,20,11,Lepi lasi,1
1984,20,53,Lepi lasi,1
1984,21,15,Lepi lasi,1
1984,21,73,Lepi lasi,1
1984,24,17,Lepi lasi,1
1984,24,57,Lepi lasi,1
1984,24,71,Lepi lasi,1
1984,24,75,Lepi lasi,1
1985,2,57,Lepi lasi,1
1985,3,37,Lepi lasi,1
1985,3,71,Lepi lasi,1
1985,7,13,Lepi lasi,1
1985,7,15,Lepi lasi,1
1985,7,35,Lepi lasi,1
1985,11,35,Lepi lasi,1
1985,12,11,Lepi lasi,1
1985,12,33,Lepi lasi,1
1985,12,77,Lepi lasi,1
1985,18,57,Lepi lasi,1
1985,19,77,Lepi lasi,1
1986,2,55,Lepi lasi,1
1986,7,37,Lepi lasi,1
1986,15,53,Lepi lasi,1
1986,17,75,Lepi lasi,1
1986,17,77,Lepi lasi,1
1986,19,15,Lepi lasi,1
1986,19,53,Lepi lasi,1
1986,19,57,Lepi lasi,1
1986,24,51,Lepi lasi,1
1987,2,33,Lepi lasi,1
1987,3,37,Lepi lasi,1
1987,7,15,Lepi lasi,1
1987,7,33,Lepi lasi,1
1987,7,35,Lepi lasi,1
1987,12,17,Lepi lasi,1
1987,12,55,Lepi lasi,1
1987,12,77,Lepi lasi,1
1987,13,37,Lepi lasi,1
1987,18,57,Lepi lasi,1
1987,18,75,Lepi lasi,1
1987,19,53,Lepi lasi,1
1987,20,13,Lepi lasi,1
1987,20,53,Lepi lasi,1
1987,24,17,Lepi lasi,1
1987,24,51,Lepi lasi,1
1987,24,77,Lepi lasi,1
1988,8,73,Lepi lasi,1
1988,19,37,Lepi lasi,1
1988,20,17,Lepi lasi,1
1988,24,15,Lepi lasi,1
1988,24,35,Lepi lasi,1
1988,24,75,Lepi lasi,1
1989,7,15,Lepi lasi,1
1989,12,55,Lepi lasi,1
1989,18,53,Lepi lasi,1
1989,18,73,Lepi lasi,1
1989,19,77,Lepi lasi,1
1989,21,11,Lepi lasi,1
1989,21,57,Lepi lasi,1
1991,7,35,Lepi lasi,1
1991,7,57,Lepi lasi,1
1991,18,53,Lepi lasi,1
1991,18,57,Lepi lasi,1
1991,18,75,Lepi lasi,1
1991,19,51,Lepi lasi,1
1991,19,53,Lepi lasi,1
1991,20,51,Lepi lasi,1
1992,1,15,Lepi lasi,1
1992,7,33,Lepi lasi,1
1992,7,51,Lepi lasi,1
1992,7,75,Lepi lasi,1
1992,11,17,Lepi lasi,1
1992,12,35,Lepi lasi,1
1992,12,55,Lepi lasi,1
1992,17,35,Lepi lasi,1
1992,17,57,Lepi lasi,1
1992,18,11,Lepi lasi,1
1992,18,13,Lepi lasi,1
1992,18,15,Lepi lasi,1
1992,18,55,Lepi lasi,1
1992,18,71,Lepi lasi,1
1992,19,13,Lepi lasi,1
1992,19,33,Lepi lasi,1
1992,19,77,Lepi lasi,1
1992,20,53,Lepi lasi,1
1992,21,35,Lepi lasi,1
1992,21,37,Lepi lasi,1
1992,21,55,Lepi lasi,1
1992,24,31,Lepi lasi,1
1992,24,53,Lepi lasi,1
1992,24,71,Lepi lasi,1
1992,24,77,Lepi lasi,1
1993,1,15,Lepi lasi,1
1993,2,53,Lepi lasi,1
1993,2,57,Lepi lasi,1
1993,3,13,Lepi lasi,1
1993,7,55,Lepi lasi,1
1993,7,57,Lepi lasi,1
1993,8,13,Lepi lasi,1
1993,11,35,Lepi lasi,1
1993,11,55,Lepi lasi,1
1993,12,55,Lepi lasi,1
1993,14,11,Lepi lasi,1
1993,17,57,Lepi lasi,1
1993,18,35,Lepi lasi,1
1993,18,75,Lepi lasi,1
1993,19,11,Lepi lasi,1
1993,19,37,Lepi lasi,1
1993,20,17,Lepi lasi,1
1993,21,33,Lepi lasi,1
1993,21,55,Lepi lasi,1
1993,23,31,Lepi lasi,1
1993,23,55,Lepi lasi,1
1993,24,15,Lepi lasi,1
1993,24,35,Lepi lasi,1
1993,24,77,Lepi lasi,1
1994,1,35,Lepi lasi,1
1994,3,71,Lepi lasi,1
1994,7,51,Lepi lasi,1
1994,7,73,Lepi lasi,1
1994,12,35,Lepi lasi,1
1994,12,75,Lepi lasi,1
1994,12,77,Lepi lasi,1
1994,13,11,Lepi lasi,1
1994,13,57,Lepi lasi,1
1994,18,37,Lepi lasi,1
1994,18,51,Lepi lasi,1
1994,18,75,Lepi lasi,1
1994,19,31,Lepi lasi,1
1994,19,33,Lepi lasi,1
1994,19,55,Lepi lasi,1
1994,19,57,Lepi lasi,1
1994,20,13,Lepi lasi,1
1994,20,37,Lepi lasi,1
1994,20,53,Lepi lasi,1
1994,21,17,Lepi lasi,1
1994,21,77,Lepi lasi,1
1994,23,15,Lepi lasi,1
1994,23,31,Lepi lasi,1
1995,1,11,Lepi lasi,1
1995,3,13,Lepi lasi,1
1995,3,15,Lepi lasi,1
1995,3,73,Lepi lasi,1
1995,4,55,Lepi lasi,1
1995,7,11,Lepi lasi,1
1995,7,37,Lepi lasi,1
1995,7,57,Lepi lasi,1
1995,8,15,Lepi lasi,1
1995,12,35,Lepi lasi,1
1995,12,75,Lepi lasi,1
1995,13,11,Lepi lasi,1
1995,14,11,Lepi lasi,1
1995,17,77,Lepi lasi,1
1995,18,17,Lepi lasi,1
1995,18,37,Lepi lasi,1
1995,18,51,Lepi lasi,1
1995,18,55,Lepi lasi,1
1995,19,57,Lepi lasi,1
1995,21,33,Lepi lasi,1
1995,21,57,Lepi lasi,1
1995,21,75,Lepi lasi,1
1995,23,57,Lepi lasi,1
1995,24,31,Lepi lasi,1
1995,24,55,Lepi lasi,1
1995,24,77,Lepi lasi,1
1997,8,11,Lepi lasi,1
1997,12,33,Lepi lasi,1
1997,13,57,Lepi lasi,1
1997,14,11,Lepi lasi,1
1997,17,55,Lepi lasi,1
1997,18,11,Lepi lasi,1
1997,18,75,Lepi lasi,1
1997,19,13,Lepi lasi,1
1997,20,15,Lepi lasi,1
1997,20,17,Lepi lasi,1
1997,20,51,Lepi lasi,1
1997,20,53,Lepi lasi,1
1997,21,37,Lepi lasi,1
1997,21,55,Lepi lasi,1
1997,21,57,Lepi lasi,1
1997,21,77,Lepi lasi,1
1997,23,57,Lepi lasi,1
1997,24,33,Lepi lasi,1
1997,24,71,Lepi lasi,1
1998,18,71,Lepi lasi,1
1998,19,53,Lepi lasi,1
1998,21,57,Lepi lasi,1
1998,21,77,Lepi lasi,1
2001,2,35,Lepi lasi,1
2001,18,51,Lepi lasi,1
2001,21,77,Lepi lasi,1
2001,22,11,Lepi lasi,1
2001,24,33,Lepi lasi,1
2004,22,55,Lepi lasi,1
2005,7,37,Lepi lasi,1
