year,plot,stake,species,abundance
1987,6,13,Hapl grac,27
1987,8,73,Hapl grac,27
1987,8,77,Hapl grac,27
1987,12,53,Hapl grac,27
1988,3,75,Hapl grac,27
1988,9,77,Hapl grac,27
1988,20,51,Hapl grac,27
1989,21,55,Hapl grac,27
1993,13,75,Hapl grac,27
1993,14,75,Hapl grac,27
1993,22,71,Hapl grac,27
1995,5,37,Hapl grac,27
1995,13,55,Hapl grac,27
1983,7,57,Hapl grac,28
1986,4,33,Hapl grac,28
1987,15,71,Hapl grac,28
1988,13,17,Hapl grac,28
1989,16,55,Hapl grac,28
1991,14,13,Hapl grac,28
1992,4,11,Hapl grac,28
1992,7,33,Hapl grac,28
1992,12,13,Hapl grac,28
1994,8,11,Hapl grac,28
1994,11,13,Hapl grac,28
1995,11,13,Hapl grac,28
1997,1,15,Hapl grac,28
1997,3,13,Hapl grac,28
1997,6,71,Hapl grac,28
1997,13,37,Hapl grac,28
1986,7,75,Hapl grac,29
1987,1,15,Hapl grac,29
1987,4,37,Hapl grac,29
1987,8,31,Hapl grac,29
1988,4,37,Hapl grac,29
1989,15,71,Hapl grac,29
1992,1,51,Hapl grac,29
1992,15,11,Hapl grac,29
1993,11,37,Hapl grac,29
1994,10,35,Hapl grac,29
1997,1,53,Hapl grac,29
1997,8,33,Hapl grac,29
1997,20,75,Hapl grac,29
1986,5,77,Hapl grac,30
1986,16,71,Hapl grac,30
1989,19,73,Hapl grac,30
1991,9,31,Hapl grac,30
1993,1,11,Hapl grac,30
1993,7,53,Hapl grac,30
1993,23,51,Hapl grac,30
1994,1,75,Hapl grac,30
2005,9,15,Hapl grac,30
1985,21,53,Hapl grac,31
1986,23,53,Hapl grac,31
1988,5,11,Hapl grac,31
1988,9,57,Hapl grac,31
1988,21,55,Hapl grac,31
1988,24,37,Hapl grac,31
1992,23,57,Hapl grac,31
1993,24,17,Hapl grac,31
1994,3,35,Hapl grac,31
1995,9,33,Hapl grac,31
1997,5,11,Hapl grac,31
1997,17,13,Hapl grac,31
1997,24,57,Hapl grac,31
1984,16,57,Hapl grac,32
1987,13,71,Hapl grac,32
1989,4,75,Hapl grac,32
1989,10,11,Hapl grac,32
1989,21,57,Hapl grac,32
1989,24,35,Hapl grac,32
1992,12,17,Hapl grac,32
1992,21,35,Hapl grac,32
1993,7,17,Hapl grac,32
1993,14,17,Hapl grac,32
1997,16,77,Hapl grac,32
2005,1,11,Hapl grac,32
1987,11,73,Hapl grac,33
1988,9,55,Hapl grac,33
1989,2,51,Hapl grac,33
1992,1,53,Hapl grac,33
1992,1,75,Hapl grac,33
1993,6,73,Hapl grac,33
1997,17,55,Hapl grac,33
1986,16,15,Hapl grac,34
1987,11,75,Hapl grac,34
1988,4,11,Hapl grac,34
1988,5,37,Hapl grac,34
1989,1,75,Hapl grac,34
1989,13,77,Hapl grac,34
1989,15,31,Hapl grac,34
1992,5,77,Hapl grac,34
1992,7,17,Hapl grac,34
1993,1,31,Hapl grac,34
1997,1,37,Hapl grac,34
1997,19,77,Hapl grac,34
1986,8,77,Hapl grac,35
1987,17,73,Hapl grac,35
1987,23,77,Hapl grac,35
1988,6,31,Hapl grac,35
1988,12,75,Hapl grac,35
1992,7,13,Hapl grac,35
1992,24,73,Hapl grac,35
1993,1,33,Hapl grac,35
1997,8,11,Hapl grac,35
1997,11,53,Hapl grac,35
1984,7,57,Hapl grac,36
1986,9,33,Hapl grac,36
1986,16,33,Hapl grac,36
1987,17,37,Hapl grac,36
1988,4,31,Hapl grac,36
1988,7,75,Hapl grac,36
1988,8,57,Hapl grac,36
1988,12,11,Hapl grac,36
1988,17,53,Hapl grac,36
1989,13,13,Hapl grac,36
1992,22,13,Hapl grac,36
1992,24,11,Hapl grac,36
1993,12,17,Hapl grac,36
1994,1,15,Hapl grac,36
1994,20,15,Hapl grac,36
2005,21,15,Hapl grac,36
1986,21,35,Hapl grac,37
1987,3,75,Hapl grac,37
1988,6,73,Hapl grac,37
1992,3,13,Hapl grac,37
1992,13,37,Hapl grac,37
1992,17,31,Hapl grac,37
1993,6,11,Hapl grac,37
1993,12,35,Hapl grac,37
1993,20,71,Hapl grac,37
1993,21,35,Hapl grac,37
1993,22,37,Hapl grac,37
1995,20,31,Hapl grac,37
1997,6,35,Hapl grac,37
1997,14,15,Hapl grac,37
1987,4,57,Hapl grac,38
1987,7,77,Hapl grac,38
1988,7,53,Hapl grac,38
1989,16,13,Hapl grac,38
1992,7,57,Hapl grac,38
1992,19,75,Hapl grac,38
1993,17,71,Hapl grac,38
1995,5,11,Hapl grac,38
1995,17,13,Hapl grac,38
1997,20,35,Hapl grac,38
1987,11,53,Hapl grac,39
1988,11,55,Hapl grac,39
1988,16,73,Hapl grac,39
1992,21,53,Hapl grac,39
1992,23,77,Hapl grac,39
1993,12,11,Hapl grac,39
1993,15,57,Hapl grac,39
1993,23,11,Hapl grac,39
1997,13,55,Hapl grac,39
1985,5,11,Hapl grac,40
1985,5,17,Hapl grac,40
1985,10,71,Hapl grac,40
1987,6,71,Hapl grac,40
1987,12,71,Hapl grac,40
1987,19,33,Hapl grac,40
1988,8,17,Hapl grac,40
1989,14,77,Hapl grac,40
1989,21,37,Hapl grac,40
1992,6,73,Hapl grac,40
1992,7,53,Hapl grac,40
1997,5,55,Hapl grac,40
1988,7,35,Hapl grac,41
1988,11,17,Hapl grac,41
1988,17,17,Hapl grac,41
1988,21,31,Hapl grac,41
1989,23,13,Hapl grac,41
1992,22,77,Hapl grac,41
1993,6,71,Hapl grac,41
1993,9,73,Hapl grac,41
1987,4,17,Hapl grac,42
1987,7,33,Hapl grac,42
1988,3,35,Hapl grac,42
1988,4,33,Hapl grac,42
1988,21,35,Hapl grac,42
1991,5,57,Hapl grac,42
1992,21,13,Hapl grac,42
1992,23,55,Hapl grac,42
1993,5,51,Hapl grac,42
1993,7,15,Hapl grac,42
1993,7,31,Hapl grac,42
1993,13,31,Hapl grac,42
1994,11,15,Hapl grac,42
1988,4,35,Hapl grac,43
1988,8,71,Hapl grac,43
1988,12,77,Hapl grac,43
1993,10,15,Hapl grac,43
1993,12,73,Hapl grac,43
1993,23,77,Hapl grac,43
1986,8,35,Hapl grac,44
1987,12,11,Hapl grac,44
1987,21,35,Hapl grac,44
1989,14,11,Hapl grac,44
1992,10,71,Hapl grac,44
1992,13,77,Hapl grac,44
1993,5,55,Hapl grac,44
1997,5,57,Hapl grac,44
2005,5,11,Hapl grac,44
1987,3,71,Hapl grac,45
1987,8,57,Hapl grac,45
1989,20,57,Hapl grac,45
1992,1,35,Hapl grac,45
1992,13,15,Hapl grac,45
1993,11,51,Hapl grac,45
1993,19,73,Hapl grac,45
1997,5,77,Hapl grac,45
1997,6,33,Hapl grac,45
1997,20,55,Hapl grac,45
2005,6,71,Hapl grac,45
1987,10,15,Hapl grac,46
1987,12,33,Hapl grac,46
1988,8,31,Hapl grac,46
1992,4,73,Hapl grac,46
1993,13,13,Hapl grac,46
1993,18,13,Hapl grac,46
1986,5,33,Hapl grac,47
1986,11,51,Hapl grac,47
1987,12,57,Hapl grac,47
1988,5,13,Hapl grac,47
1988,5,17,Hapl grac,47
1988,17,55,Hapl grac,47
1989,15,57,Hapl grac,47
1992,18,77,Hapl grac,47
1993,14,31,Hapl grac,47
1997,8,13,Hapl grac,47
1986,9,31,Hapl grac,48
1987,5,35,Hapl grac,48
1987,21,75,Hapl grac,48
1992,4,37,Hapl grac,48
1992,20,77,Hapl grac,48
1993,1,35,Hapl grac,48
1988,23,13,Hapl grac,49
1989,20,37,Hapl grac,49
1992,22,73,Hapl grac,49
1993,12,57,Hapl grac,49
1993,24,77,Hapl grac,49
1985,5,55,Hapl grac,50
1986,10,31,Hapl grac,50
1988,7,15,Hapl grac,50
1992,1,71,Hapl grac,50
1992,7,77,Hapl grac,50
1992,17,51,Hapl grac,50
1986,8,33,Hapl grac,51
1988,6,33,Hapl grac,51
1989,20,11,Hapl grac,51
1993,1,13,Hapl grac,51
1993,3,33,Hapl grac,51
1993,7,33,Hapl grac,51
1995,20,75,Hapl grac,51
1987,5,37,Hapl grac,52
1987,11,55,Hapl grac,52
1987,21,11,Hapl grac,52
1988,9,51,Hapl grac,52
1988,12,17,Hapl grac,52
1989,5,51,Hapl grac,52
1992,18,15,Hapl grac,52
1992,22,51,Hapl grac,52
1993,16,35,Hapl grac,52
1986,4,35,Hapl grac,53
1986,19,15,Hapl grac,53
1988,4,13,Hapl grac,53
1989,11,55,Hapl grac,53
1993,24,35,Hapl grac,53
1994,9,15,Hapl grac,53
1995,11,15,Hapl grac,53
1988,4,15,Hapl grac,54
1988,10,53,Hapl grac,54
1988,10,73,Hapl grac,54
1988,15,77,Hapl grac,54
1989,21,35,Hapl grac,54
1992,21,55,Hapl grac,54
1992,23,71,Hapl grac,54
1993,9,57,Hapl grac,54
1988,3,71,Hapl grac,55
1988,5,33,Hapl grac,55
1988,7,33,Hapl grac,55
1989,3,71,Hapl grac,55
1992,22,11,Hapl grac,55
1993,24,31,Hapl grac,55
1984,21,51,Hapl grac,56
1988,3,13,Hapl grac,56
1988,5,15,Hapl grac,56
1988,19,57,Hapl grac,56
1988,20,13,Hapl grac,56
1989,18,53,Hapl grac,56
1992,1,73,Hapl grac,56
1993,5,77,Hapl grac,56
2008,6,71,Hapl grac,56
1986,8,15,Hapl grac,57
1988,10,51,Hapl grac,57
1989,5,31,Hapl grac,57
1993,4,11,Hapl grac,57
1993,5,17,Hapl grac,57
1993,15,55,Hapl grac,57
1993,22,75,Hapl grac,57
1986,12,73,Hapl grac,58
1987,8,17,Hapl grac,58
1987,16,53,Hapl grac,58
1987,23,75,Hapl grac,58
1988,16,33,Hapl grac,58
1992,18,53,Hapl grac,58
1993,18,77,Hapl grac,58
1992,21,11,Hapl grac,59
1986,19,37,Hapl grac,60
1987,6,31,Hapl grac,60
1992,19,11,Hapl grac,60
1993,21,55,Hapl grac,60
1987,16,57,Hapl grac,61
1987,21,53,Hapl grac,61
1988,19,37,Hapl grac,61
1989,7,13,Hapl grac,61
1989,8,51,Hapl grac,61
1993,1,57,Hapl grac,61
1993,10,57,Hapl grac,61
1986,5,35,Hapl grac,62
1987,4,73,Hapl grac,62
1987,7,73,Hapl grac,62
1987,12,77,Hapl grac,62
1989,13,15,Hapl grac,62
1989,16,53,Hapl grac,62
1993,9,35,Hapl grac,62
1993,14,11,Hapl grac,62
1984,21,15,Hapl grac,63
1986,11,71,Hapl grac,63
1986,21,71,Hapl grac,63
1988,15,71,Hapl grac,63
1988,17,37,Hapl grac,63
1988,20,15,Hapl grac,63
1989,17,73,Hapl grac,63
1989,22,15,Hapl grac,63
1992,17,53,Hapl grac,63
1993,3,31,Hapl grac,63
1993,6,55,Hapl grac,63
1987,7,37,Hapl grac,64
1988,4,73,Hapl grac,64
1992,8,13,Hapl grac,64
1992,22,53,Hapl grac,64
1993,13,35,Hapl grac,64
1993,21,13,Hapl grac,64
1997,6,57,Hapl grac,64
1985,10,13,Hapl grac,65
1986,5,13,Hapl grac,65
1987,6,35,Hapl grac,65
1987,17,51,Hapl grac,65
1988,6,15,Hapl grac,65
1988,23,55,Hapl grac,65
1992,16,57,Hapl grac,65
1992,23,35,Hapl grac,65
1993,3,77,Hapl grac,65
1987,19,53,Hapl grac,66
1988,11,71,Hapl grac,66
1992,10,11,Hapl grac,66
1992,21,57,Hapl grac,66
1987,23,35,Hapl grac,67
1988,13,55,Hapl grac,67
1992,4,31,Hapl grac,67
1992,8,51,Hapl grac,67
1992,12,57,Hapl grac,67
1992,16,71,Hapl grac,67
1992,22,35,Hapl grac,67
1989,17,53,Hapl grac,68
1992,13,11,Hapl grac,68
1993,16,57,Hapl grac,68
1997,20,31,Hapl grac,68
1988,8,55,Hapl grac,69
1988,9,33,Hapl grac,69
1989,10,55,Hapl grac,69
1989,22,77,Hapl grac,69
1992,20,73,Hapl grac,69
1993,7,73,Hapl grac,69
1987,21,37,Hapl grac,70
1992,17,35,Hapl grac,70
1992,21,71,Hapl grac,70
1986,4,15,Hapl grac,71
1987,23,33,Hapl grac,71
1992,3,57,Hapl grac,71
1992,7,11,Hapl grac,71
1992,13,35,Hapl grac,71
1992,18,73,Hapl grac,71
1993,14,77,Hapl grac,71
1985,21,77,Hapl grac,72
1986,10,53,Hapl grac,72
1988,12,37,Hapl grac,72
1989,8,13,Hapl grac,72
1992,11,71,Hapl grac,72
1992,22,33,Hapl grac,72
1985,5,35,Hapl grac,73
1987,5,75,Hapl grac,73
1988,13,11,Hapl grac,73
1988,19,11,Hapl grac,73
1989,11,37,Hapl grac,73
1992,3,75,Hapl grac,73
1992,21,75,Hapl grac,73
1993,7,55,Hapl grac,73
1988,9,15,Hapl grac,74
1988,19,33,Hapl grac,74
1989,21,31,Hapl grac,74
1992,12,77,Hapl grac,74
1993,12,55,Hapl grac,74
1993,14,37,Hapl grac,74
1986,4,13,Hapl grac,75
1988,11,57,Hapl grac,75
1989,20,35,Hapl grac,75
1993,7,77,Hapl grac,75
1993,11,75,Hapl grac,75
1993,21,37,Hapl grac,75
1987,11,17,Hapl grac,76
1988,9,53,Hapl grac,76
1988,23,37,Hapl grac,76
1989,17,75,Hapl grac,76
1992,11,73,Hapl grac,76
1992,12,55,Hapl grac,76
1992,16,55,Hapl grac,76
1985,11,31,Hapl grac,77
1987,16,33,Hapl grac,77
1992,4,75,Hapl grac,77
1993,1,17,Hapl grac,77
1993,19,31,Hapl grac,77
1988,8,15,Hapl grac,78
1988,16,35,Hapl grac,78
1989,14,37,Hapl grac,78
1993,16,11,Hapl grac,78
1993,18,15,Hapl grac,78
1993,19,57,Hapl grac,78
1986,14,15,Hapl grac,79
1986,17,33,Hapl grac,79
1992,23,13,Hapl grac,79
1992,24,37,Hapl grac,79
1993,9,55,Hapl grac,79
1993,20,51,Hapl grac,79
1988,17,31,Hapl grac,80
1989,5,71,Hapl grac,80
1987,5,55,Hapl grac,81
1988,7,51,Hapl grac,81
1988,13,71,Hapl grac,81
1993,17,31,Hapl grac,81
1993,23,35,Hapl grac,81
1988,17,15,Hapl grac,82
1988,19,31,Hapl grac,82
1988,21,17,Hapl grac,82
1992,23,15,Hapl grac,82
1992,24,15,Hapl grac,82
1993,9,31,Hapl grac,82
1993,22,51,Hapl grac,82
1985,21,33,Hapl grac,83
1988,11,53,Hapl grac,83
1992,9,57,Hapl grac,83
1988,5,77,Hapl grac,84
1988,7,77,Hapl grac,84
1989,22,57,Hapl grac,84
1992,3,71,Hapl grac,84
1988,3,73,Hapl grac,85
1988,11,13,Hapl grac,85
1992,20,75,Hapl grac,85
1986,5,75,Hapl grac,86
1986,21,17,Hapl grac,86
1988,8,35,Hapl grac,86
1992,20,33,Hapl grac,86
1992,21,33,Hapl grac,87
1993,4,57,Hapl grac,87
1993,5,53,Hapl grac,87
1993,9,37,Hapl grac,87
1994,1,71,Hapl grac,87
1988,16,51,Hapl grac,88
1989,3,37,Hapl grac,88
1989,18,73,Hapl grac,88
1992,12,11,Hapl grac,88
1992,20,71,Hapl grac,88
1993,4,53,Hapl grac,88
1988,8,37,Hapl grac,89
1989,15,37,Hapl grac,89
1988,10,33,Hapl grac,90
1986,5,37,Hapl grac,91
1987,13,11,Hapl grac,91
1987,19,51,Hapl grac,91
1988,6,35,Hapl grac,91
1988,10,13,Hapl grac,91
1989,22,33,Hapl grac,91
1992,5,33,Hapl grac,91
1988,19,15,Hapl grac,92
1988,20,73,Hapl grac,92
1988,23,35,Hapl grac,92
1992,12,35,Hapl grac,92
1993,12,51,Hapl grac,92
1986,5,11,Hapl grac,93
1987,13,13,Hapl grac,93
1992,13,33,Hapl grac,93
1993,16,75,Hapl grac,93
1988,21,57,Hapl grac,94
1988,23,51,Hapl grac,94
1992,6,71,Hapl grac,94
1992,10,15,Hapl grac,94
1992,15,77,Hapl grac,94
1993,22,77,Hapl grac,94
1986,10,37,Hapl grac,95
1987,19,37,Hapl grac,95
1988,3,51,Hapl grac,95
1988,12,33,Hapl grac,95
1989,24,77,Hapl grac,95
1992,3,73,Hapl grac,95
1993,24,55,Hapl grac,95
1986,10,57,Hapl grac,96
1988,19,13,Hapl grac,96
1992,8,15,Hapl grac,96
1987,8,37,Hapl grac,97
1988,11,75,Hapl grac,97
1988,21,53,Hapl grac,97
1989,7,31,Hapl grac,97
1989,10,37,Hapl grac,97
1992,8,73,Hapl grac,97
1993,3,17,Hapl grac,97
1993,6,53,Hapl grac,97
1988,12,57,Hapl grac,98
1992,13,71,Hapl grac,98
1987,16,37,Hapl grac,99
1989,13,53,Hapl grac,99
1992,3,17,Hapl grac,99
1988,16,17,Hapl grac,100
1987,9,15,Hapl grac,101
1992,6,11,Hapl grac,101
1992,7,51,Hapl grac,101
1993,19,33,Hapl grac,101
1987,14,13,Hapl grac,102
1989,12,55,Hapl grac,102
1988,8,53,Hapl grac,103
1988,8,73,Hapl grac,103
1989,20,33,Hapl grac,103
1989,12,77,Hapl grac,104
1989,17,15,Hapl grac,104
1992,12,37,Hapl grac,104
1993,4,37,Hapl grac,104
1993,20,11,Hapl grac,104
1987,16,35,Hapl grac,105
1987,9,35,Hapl grac,106
1988,11,51,Hapl grac,106
1993,15,11,Hapl grac,106
1993,23,75,Hapl grac,106
1987,10,17,Hapl grac,107
1993,12,71,Hapl grac,107
1993,22,33,Hapl grac,107
1986,5,53,Hapl grac,108
1987,13,33,Hapl grac,108
1988,8,51,Hapl grac,108
1989,18,77,Hapl grac,108
1989,24,73,Hapl grac,108
1992,15,37,Hapl grac,108
1987,7,51,Hapl grac,109
1987,9,13,Hapl grac,109
1988,14,13,Hapl grac,109
1988,23,11,Hapl grac,109
1988,23,71,Hapl grac,109
1989,14,51,Hapl grac,109
1989,20,55,Hapl grac,109
1987,8,51,Hapl grac,110
1993,11,73,Hapl grac,110
1984,21,17,Hapl grac,111
1986,19,17,Hapl grac,111
1989,12,13,Hapl grac,111
1987,16,71,Hapl grac,112
1988,17,35,Hapl grac,112
1992,3,15,Hapl grac,112
1992,9,37,Hapl grac,112
1992,14,37,Hapl grac,112
1993,12,37,Hapl grac,112
1993,14,57,Hapl grac,112
1993,20,31,Hapl grac,112
1986,21,55,Hapl grac,113
1988,14,17,Hapl grac,113
1989,20,51,Hapl grac,113
1986,10,35,Hapl grac,114
1986,10,55,Hapl grac,114
1987,21,33,Hapl grac,114
1992,20,35,Hapl grac,114
1986,5,17,Hapl grac,115
1988,12,51,Hapl grac,115
1988,23,73,Hapl grac,115
1992,8,77,Hapl grac,115
1992,17,55,Hapl grac,115
1987,8,35,Hapl grac,116
1989,17,31,Hapl grac,116
1988,17,13,Hapl grac,117
1992,3,37,Hapl grac,117
1992,11,11,Hapl grac,117
1987,4,77,Hapl grac,118
1989,21,75,Hapl grac,118
1987,9,53,Hapl grac,119
1992,20,37,Hapl grac,119
1993,10,75,Hapl grac,119
1993,22,73,Hapl grac,120
1989,3,75,Hapl grac,121
1989,8,31,Hapl grac,121
1992,17,73,Hapl grac,121
1992,20,55,Hapl grac,121
1993,3,15,Hapl grac,121
1993,4,73,Hapl grac,121
1986,10,13,Hapl grac,123
1988,11,73,Hapl grac,123
1989,7,75,Hapl grac,123
1993,4,35,Hapl grac,123
1986,21,57,Hapl grac,124
1987,11,57,Hapl grac,124
1989,6,57,Hapl grac,124
1989,14,17,Hapl grac,124
1989,22,35,Hapl grac,124
1992,4,13,Hapl grac,124
1993,10,11,Hapl grac,124
1993,24,15,Hapl grac,124
1987,6,15,Hapl grac,125
1992,7,35,Hapl grac,125
1992,11,53,Hapl grac,125
1987,14,17,Hapl grac,126
1987,21,71,Hapl grac,126
1988,3,53,Hapl grac,126
1993,9,53,Hapl grac,126
1988,6,71,Hapl grac,127
1988,10,31,Hapl grac,127
1989,15,55,Hapl grac,127
1993,20,35,Hapl grac,127
1993,22,55,Hapl grac,127
1993,24,51,Hapl grac,127
1992,10,35,Hapl grac,128
1992,16,13,Hapl grac,128
1992,20,51,Hapl grac,128
1989,16,77,Hapl grac,129
1993,10,71,Hapl grac,129
1988,23,33,Hapl grac,130
1992,5,15,Hapl grac,131
1992,23,33,Hapl grac,131
1993,21,71,Hapl grac,131
1982,21,17,Hapl grac,132
1988,10,71,Hapl grac,132
1989,13,55,Hapl grac,132
1992,23,11,Hapl grac,132
1989,16,17,Hapl grac,133
1992,10,75,Hapl grac,133
1992,19,51,Hapl grac,133
1993,20,17,Hapl grac,133
1989,6,77,Hapl grac,134
1989,11,57,Hapl grac,134
1993,20,53,Hapl grac,134
1989,10,15,Hapl grac,135
1993,21,75,Hapl grac,135
1989,9,15,Hapl grac,136
1989,24,57,Hapl grac,136
1992,20,31,Hapl grac,136
1993,12,75,Hapl grac,136
1989,22,71,Hapl grac,137
1993,5,33,Hapl grac,137
1988,12,35,Hapl grac,138
1987,5,31,Hapl grac,139
1987,10,35,Hapl grac,139
1987,11,35,Hapl grac,139
1989,13,37,Hapl grac,139
1989,20,53,Hapl grac,139
1992,11,57,Hapl grac,139
1987,17,17,Hapl grac,140
1988,8,13,Hapl grac,140
1988,10,37,Hapl grac,140
1989,21,53,Hapl grac,140
1988,5,53,Hapl grac,141
1988,21,33,Hapl grac,141
1992,17,33,Hapl grac,141
1987,5,53,Hapl grac,142
1989,23,15,Hapl grac,142
1992,9,55,Hapl grac,142
1987,21,15,Hapl grac,143
1993,21,53,Hapl grac,144
1986,10,11,Hapl grac,145
1993,17,53,Hapl grac,145
1992,8,17,Hapl grac,146
1986,23,15,Hapl grac,147
1989,7,17,Hapl grac,147
1992,21,77,Hapl grac,147
1987,17,13,Hapl grac,148
1988,17,73,Hapl grac,148
1989,17,17,Hapl grac,148
1992,17,37,Hapl grac,148
1993,8,13,Hapl grac,148
1989,19,31,Hapl grac,150
1988,12,73,Hapl grac,151
1988,16,75,Hapl grac,151
1992,14,13,Hapl grac,151
1986,10,33,Hapl grac,152
1988,23,15,Hapl grac,152
1989,23,35,Hapl grac,152
1993,16,13,Hapl grac,152
1992,22,31,Hapl grac,153
1988,23,75,Hapl grac,154
1993,11,71,Hapl grac,154
1987,11,51,Hapl grac,155
1987,23,73,Hapl grac,155
1992,6,15,Hapl grac,157
1993,19,13,Hapl grac,157
1987,20,13,Hapl grac,158
1988,21,71,Hapl grac,158
1989,9,37,Hapl grac,158
1986,21,53,Hapl grac,159
1988,21,51,Hapl grac,159
1989,12,31,Hapl grac,159
1989,21,11,Hapl grac,159
1989,24,53,Hapl grac,160
1987,11,31,Hapl grac,161
1988,23,31,Hapl grac,161
1989,4,17,Hapl grac,161
1985,10,73,Hapl grac,162
1988,10,11,Hapl grac,162
1992,5,51,Hapl grac,162
1987,5,33,Hapl grac,163
1989,19,33,Hapl grac,163
1989,24,15,Hapl grac,163
1992,6,53,Hapl grac,163
1992,13,55,Hapl grac,163
1993,3,37,Hapl grac,163
1987,17,55,Hapl grac,164
1993,16,31,Hapl grac,164
1993,22,35,Hapl grac,164
1992,4,57,Hapl grac,165
1989,4,77,Hapl grac,166
1988,21,13,Hapl grac,167
1988,21,37,Hapl grac,167
1993,16,53,Hapl grac,167
1993,20,73,Hapl grac,167
1993,24,11,Hapl grac,167
1989,9,77,Hapl grac,168
1993,8,31,Hapl grac,168
2008,9,15,Hapl grac,168
1993,24,37,Hapl grac,169
1993,19,15,Hapl grac,171
1989,3,17,Hapl grac,172
1993,21,11,Hapl grac,172
1988,17,11,Hapl grac,173
1992,19,35,Hapl grac,173
1989,9,35,Hapl grac,174
1993,17,35,Hapl grac,174
1993,22,53,Hapl grac,174
1989,20,13,Hapl grac,175
1993,9,17,Hapl grac,175
1993,20,37,Hapl grac,175
1993,21,31,Hapl grac,175
1986,21,37,Hapl grac,176
1989,6,11,Hapl grac,176
1987,10,51,Hapl grac,177
1989,16,73,Hapl grac,177
1987,19,31,Hapl grac,178
1992,6,33,Hapl grac,178
1992,11,17,Hapl grac,178
1992,21,31,Hapl grac,178
1989,20,71,Hapl grac,179
1992,19,31,Hapl grac,180
1988,8,33,Hapl grac,181
1988,12,71,Hapl grac,181
1988,8,11,Hapl grac,182
1993,13,33,Hapl grac,182
1993,17,17,Hapl grac,182
1993,24,71,Hapl grac,182
1986,5,15,Hapl grac,183
1987,5,17,Hapl grac,183
1993,8,57,Hapl grac,183
1993,13,11,Hapl grac,184
1987,21,31,Hapl grac,185
1986,10,71,Hapl grac,186
1988,20,17,Hapl grac,186
1988,21,15,Hapl grac,186
1992,19,33,Hapl grac,186
1993,17,51,Hapl grac,186
1987,23,15,Hapl grac,187
1989,20,15,Hapl grac,188
1993,17,73,Hapl grac,188
1987,5,77,Hapl grac,189
1987,8,55,Hapl grac,189
1992,5,31,Hapl grac,189
1992,8,53,Hapl grac,189
1993,5,15,Hapl grac,189
1987,17,31,Hapl grac,190
1989,6,53,Hapl grac,190
1992,12,53,Hapl grac,191
1993,23,53,Hapl grac,191
1986,11,31,Hapl grac,192
1993,5,37,Hapl grac,192
1989,13,57,Hapl grac,193
1993,16,51,Hapl grac,193
1988,10,35,Hapl grac,194
1992,4,15,Hapl grac,194
1993,7,11,Hapl grac,194
1993,18,51,Hapl grac,194
1993,23,71,Hapl grac,194
1992,19,77,Hapl grac,195
1989,14,31,Hapl grac,196
1992,11,33,Hapl grac,196
1992,19,57,Hapl grac,196
1993,13,77,Hapl grac,196
1989,13,11,Hapl grac,197
1992,10,55,Hapl grac,197
1993,3,71,Hapl grac,197
1993,9,13,Hapl grac,197
1987,8,13,Hapl grac,198
1992,10,73,Hapl grac,198
1989,8,75,Hapl grac,200
1992,16,75,Hapl grac,201
1993,19,51,Hapl grac,201
1986,11,15,Hapl grac,202
1992,20,13,Hapl grac,202
1992,17,11,Hapl grac,203
1993,17,55,Hapl grac,203
1985,21,15,Hapl grac,204
1992,20,57,Hapl grac,204
1993,8,77,Hapl grac,204
1993,11,53,Hapl grac,204
1993,17,37,Hapl grac,204
1987,10,71,Hapl grac,205
1987,3,35,Hapl grac,206
1993,11,57,Hapl grac,207
1987,10,37,Hapl grac,208
1988,23,77,Hapl grac,208
1988,9,17,Hapl grac,209
1987,21,13,Hapl grac,210
1993,13,37,Hapl grac,210
1993,19,77,Hapl grac,210
1992,8,31,Hapl grac,211
1992,14,15,Hapl grac,212
1993,11,31,Hapl grac,212
1993,20,33,Hapl grac,212
1988,13,33,Hapl grac,213
1989,11,71,Hapl grac,213
1992,6,35,Hapl grac,213
1992,12,75,Hapl grac,213
1993,13,71,Hapl grac,213
1992,6,31,Hapl grac,214
1992,23,37,Hapl grac,214
1993,19,37,Hapl grac,214
1988,22,11,Hapl grac,215
1989,7,53,Hapl grac,215
1993,13,15,Hapl grac,215
1987,17,35,Hapl grac,217
1992,11,15,Hapl grac,217
1993,12,53,Hapl grac,217
1993,18,53,Hapl grac,217
1987,3,51,Hapl grac,218
1993,3,73,Hapl grac,218
1986,21,51,Hapl grac,219
1987,20,15,Hapl grac,219
1987,4,35,Hapl grac,220
1988,16,15,Hapl grac,220
1993,15,77,Hapl grac,220
1987,21,57,Hapl grac,221
1989,16,71,Hapl grac,221
1989,22,13,Hapl grac,221
1993,8,75,Hapl grac,221
1987,10,53,Hapl grac,223
1989,8,77,Hapl grac,223
1989,13,35,Hapl grac,223
1993,16,77,Hapl grac,223
1992,23,31,Hapl grac,224
1986,21,77,Hapl grac,226
1988,16,37,Hapl grac,226
1987,4,33,Hapl grac,228
1986,21,15,Hapl grac,229
1987,8,53,Hapl grac,229
1987,23,37,Hapl grac,229
1989,8,57,Hapl grac,229
1993,13,57,Hapl grac,230
1987,12,73,Hapl grac,231
1993,9,15,Hapl grac,231
1993,22,11,Hapl grac,231
1992,16,51,Hapl grac,232
1993,10,37,Hapl grac,232
1989,13,71,Hapl grac,233
1987,9,11,Hapl grac,234
1989,13,17,Hapl grac,234
1992,11,13,Hapl grac,235
